index,original_file_name,relative_path,is_research_paper,suggested_new_filename,final_new_filename,status,message
287,Zhang J et al.-2023-Geomorphology-A 10Be-based paleo-erosion record for the Qilian Shan (NE Tibet) over the past 4.2 Ma from a drillcore in the Hexi Corridor.pdf,test1/Zhang J et al.-2023-Geomorphology-A 10Be-based paleo-erosion record for the Qilian Shan (NE Tibet) over the past 4.2 Ma from a drillcore in the Hexi Corridor.pdf,True,Zhang J et al.-2023-Geomorphology-A 10Be-based paleo-erosion record for the Qilian Shan NE Tibet over the past 42 Ma from a drillcore in the Hexi Corridor.pdf,Zhang J et al.-2023-Geomorphology-A 10Be-based paleo-erosion record for the Qilian Shan NE Tibet over the past 42 Ma from a drillcore in the Hexi Corridor.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zhang J et al.-2023-Geomorphology-A 10Be-based paleo-erosion record for the Qilian Shan NE Tibet over the past 42 Ma from a drillcore in the Hexi Corridor.pdf
288,Zhang JJ et al.-2022-Geology-An absolutely dated record of climate change over the last three glacial–interglacial cycles from Chinese loess deposits.pdf,test1/Zhang JJ et al.-2022-Geology-An absolutely dated record of climate change over the last three glacial–interglacial cycles from Chinese loess deposits.pdf,True,Zhang J et al.-2022-Geology-An absolutely dated record of climate change over the last three glacial–interglacial cycles from Chinese loess deposits.pdf,Zhang J et al.-2022-Geology-An absolutely dated record of climate change over the last three glacial–interglacial cycles from Chinese loess deposits.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zhang J et al.-2022-Geology-An absolutely dated record of climate change over the last three glacial–interglacial cycles from Chinese loess deposits.pdf
289,Zhang JJ&Li SH-2020-MP-Review of the post-IR IRSL dating protocols of K-feldspar.pdf,test1/Zhang JJ&Li SH-2020-MP-Review of the post-IR IRSL dating protocols of K-feldspar.pdf,True,Zhang J & Li S-H-2020-MP-Review of the Post-IR IRSL Dating Protocols of K-Feldspar.pdf,Zhang J & Li S-H-2020-MP-Review of the Post-IR IRSL Dating Protocols of K-Feldspar.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zhang J & Li S-H-2020-MP-Review of the Post-IR IRSL Dating Protocols of K-Feldspar.pdf
290,Zhang JP et al.-2024-Science-Rice's trajectory from wild to domesticated in East Asia.pdf,test1/Zhang JP et al.-2024-Science-Rice's trajectory from wild to domesticated in East Asia.pdf,True,Zhang J et al.-2024-Science-Rices trajectory from wild to domesticated in East Asia.pdf,Zhang J et al.-2024-Science-Rices trajectory from wild to domesticated in East Asia.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zhang J et al.-2024-Science-Rices trajectory from wild to domesticated in East Asia.pdf
291,Zhang JP et al.-2024-Science-supplementary-Rice's trajectory from wild to domesticated in East Asia.pdf,test1/Zhang JP et al.-2024-Science-supplementary-Rice's trajectory from wild to domesticated in East Asia.pdf,False,,,skipped,Not a research paper
292,Zhang ZJ et al.-2021-ESR-Formation of the Three Gorges (Yangtze River) no earlier than 10 Ma.pdf,test1/Zhang ZJ et al.-2021-ESR-Formation of the Three Gorges (Yangtze River) no earlier than 10 Ma.pdf,True,Zhang Z et al.-2021-ESR-Formation of the Three Gorges Yangtze River no earlier than 10 Ma.pdf,Zhang Z et al.-2021-ESR-Formation of the Three Gorges Yangtze River no earlier than 10 Ma.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zhang Z et al.-2021-ESR-Formation of the Three Gorges Yangtze River no earlier than 10 Ma.pdf
293,Zhao H et al.-2023-Evolution and migration of the highest megadunes on Earth.pdf,test1/Zhao H et al.-2023-Evolution and migration of the highest megadunes on Earth.pdf,False,,,skipped,Not a research paper
294,"Zhao XD et al.,-2021-GRL-Pliocene to Early Pleistocene Drainage Reorganization in Eastern Tibet.pdf","test1/Zhao XD et al.,-2021-GRL-Pliocene to Early Pleistocene Drainage Reorganization in Eastern Tibet.pdf",True,Zhao XD et al.-2021-GRL-Pliocene to Early Pleistocene Drainage Reorganization in Eastern Tibet Inferred From Detrital Zircons.pdf,Zhao XD et al.-2021-GRL-Pliocene to Early Pleistocene Drainage Reorganization in Eastern Tibet Inferred From Detrital Zircons.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zhao XD et al.-2021-GRL-Pliocene to Early Pleistocene Drainage Reorganization in Eastern Tibet Inferred From Detrital Zircons.pdf
295,"Zhao XD et al.,-2021-NC-Existence of a continental- scale river sysetm.pdf","test1/Zhao XD et al.,-2021-NC-Existence of a continental- scale river sysetm.pdf",True,Zhao XD et al.-2021-NC-Existence of a continental-scale river system in eastern Tibet during the late Cretaceous early Palaeogene.pdf,Zhao XD et al.-2021-NC-Existence of a continental-scale river system in eastern Tibet during the late Cretaceous early Palaeogene.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zhao XD et al.-2021-NC-Existence of a continental-scale river system in eastern Tibet during the late Cretaceous early Palaeogene.pdf
296,Zhao YQ et al.-2023-GRL-From Desiccation to Re-Integration of the Yellow River Since the Last Glaciation.pdf,test1/Zhao YQ et al.-2023-GRL-From Desiccation to Re-Integration of the Yellow River Since the Last Glaciation.pdf,True,Zhao Y et al.-2023-GRL-From Desiccation to Re-Integration of the Yellow River Since the Last Glaciation.pdf,Zhao Y et al.-2023-GRL-From Desiccation to Re-Integration of the Yellow River Since the Last Glaciation.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zhao Y et al.-2023-GRL-From Desiccation to Re-Integration of the Yellow River Since the Last Glaciation.pdf
297,Zheng et al 2017 Lithosphere.pdf,test1/Zheng et al 2017 Lithosphere.pdf,True,Zheng D et al.-2017-Lithosphere-Progressive northward growth of the northern Qilian Shan Hexi Corridor northeastern Tibet during the Cenozoic.pdf,Zheng D et al.-2017-Lithosphere-Progressive northward growth of the northern Qilian Shan Hexi Corridor northeastern Tibet during the Cenozoic.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zheng D et al.-2017-Lithosphere-Progressive northward growth of the northern Qilian Shan Hexi Corridor northeastern Tibet during the Cenozoic.pdf
298,"Zhong YQ et al.-2025-JGS-Drainage response to superimposeddeformation of the Weiyuan anticline in the southwestern Sichuan Basin, China.pdf","test1/Zhong YQ et al.-2025-JGS-Drainage response to superimposeddeformation of the Weiyuan anticline in the southwestern Sichuan Basin, China.pdf",True,Zhong Y et al.-2025-JGS-Drainage response to superimposed deformation of the Weiyuan anticline in the southwestern Sichuan Basin China.pdf,Zhong Y et al.-2025-JGS-Drainage response to superimposed deformation of the Weiyuan anticline in the southwestern Sichuan Basin China.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zhong Y et al.-2025-JGS-Drainage response to superimposed deformation of the Weiyuan anticline in the southwestern Sichuan Basin China.pdf
299,Zhou J et al.-2020-QSR-Cosmogenic exposure dating of Nam Co lake terraces since MIS 5 in Tibet#湖泊沉积物#年代学#未读.pdf,test1/Zhou J et al.-2020-QSR-Cosmogenic exposure dating of Nam Co lake terraces since MIS 5 in Tibet#湖泊沉积物#年代学#未读.pdf,True,Zhou J et al.-2020-QSR-Cosmogenic 10Be and 26Al exposure dating of Nam Co lake terraces since MIS 5 southern Tibetan Plateau.pdf,Zhou J et al.-2020-QSR-Cosmogenic 10Be and 26Al exposure dating of Nam Co lake terraces since MIS 5 southern Tibetan Plateau.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zhou J et al.-2020-QSR-Cosmogenic 10Be and 26Al exposure dating of Nam Co lake terraces since MIS 5 southern Tibetan Plateau.pdf
300,Zhou SZ et al-2011-Quaternary Glaciations - Extent and Chronology - A Closer Look .pdf,test1/Zhou SZ et al-2011-Quaternary Glaciations - Extent and Chronology - A Closer Look .pdf,False,,,skipped,Not a research paper
301,Zondaervan et al.-Geomorphology-Constraining a model of punctuated river incision for Quaternary strath terrace formation.pdf,test1/Zondaervan et al.-Geomorphology-Constraining a model of punctuated river incision for Quaternary strath terrace formation.pdf,True,Zondervan JR et al.-2022-Geomorphology-Constraining a model of punctuated river incision for Quaternary strath terrace formation.pdf,Zondervan JR et al.-2022-Geomorphology-Constraining a model of punctuated river incision for Quaternary strath terrace formation.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zondervan JR et al.-2022-Geomorphology-Constraining a model of punctuated river incision for Quaternary strath terrace formation.pdf
302,Zondervan et al.-2023-ESPL-Lithological controls on the timing of strath terrace staircase formation in a collisional mountain belt.pdf,test1/Zondervan et al.-2023-ESPL-Lithological controls on the timing of strath terrace staircase formation in a collisional mountain belt.pdf,True,Zondervan JR et al.-2024-ESPL-Lithological controls on the timing of strath terrace staircase formation in a collisional mountain belt.pdf,Zondervan JR et al.-2024-ESPL-Lithological controls on the timing of strath terrace staircase formation in a collisional mountain belt.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zondervan JR et al.-2024-ESPL-Lithological controls on the timing of strath terrace staircase formation in a collisional mountain belt.pdf
303,acceptance-32557.pdf,test1/acceptance-32557.pdf,False,,,skipped,Not a research paper
304,esurf-12-783-2024.pdf,test1/esurf-12-783-2024.pdf,True,Gelwick KD et al.-2024-ESD-Geomorphic indicators of continental-scale landscape transience in the Hengduan Mountains SE Tibet China.pdf,Gelwick KD et al.-2024-ESD-Geomorphic indicators of continental-scale landscape transience in the Hengduan Mountains SE Tibet China.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Gelwick KD et al.-2024-ESD-Geomorphic indicators of continental-scale landscape transience in the Hengduan Mountains SE Tibet China.pdf
305,j.1365-2117.1992.tb00145.x.pdf,test1/j.1365-2117.1992.tb00145.x.pdf,True,Paola C et al.-1992-BR-The large-scale dynamics of grain-size variation in alluvial basins 1 Theory.pdf,Paola C et al.-1992-BR-The large-scale dynamics of grain-size variation in alluvial basins 1 Theory.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Paola C et al.-1992-BR-The large-scale dynamics of grain-size variation in alluvial basins 1 Theory.pdf
306,j.quascirev.2014.11.011.pdf,test1/j.quascirev.2014.11.011.pdf,True,Counts RC et al.-2015-QSR-Late Quaternary chronostratigraphic framework of terraces and alluvium along lower Ohio River southwestern Indiana.pdf,Counts RC et al.-2015-QSR-Late Quaternary chronostratigraphic framework of terraces and alluvium along lower Ohio River southwestern Indiana.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Counts RC et al.-2015-QSR-Late Quaternary chronostratigraphic framework of terraces and alluvium along lower Ohio River southwestern Indiana.pdf
307,jgs2023-104.pdf,test1/jgs2023-104.pdf,True,Su Q et al.-2024-JGS-The impact of faulting-induced uplift and subsidence on terrace formation and abandonment A case study of the Huangshui.pdf,Su Q et al.-2024-JGS-The impact of faulting-induced uplift and subsidence on terrace formation and abandonment A case study of the Huangshui.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Su Q et al.-2024-JGS-The impact of faulting-induced uplift and subsidence on terrace formation and abandonment A case study of the Huangshui.pdf
308,pan_b_etal_2015_channels_qilian_shan.pdf,test1/pan_b_etal_2015_channels_qilian_shan.pdf,True,Pan B et al.-2015-JAES-Bedrock channels response to differential rock uplift in eastern Qilian Mountain along the northeastern margin of the Tibetan Plateau.pdf,Pan B et al.-2015-JAES-Bedrock channels response to differential rock uplift in eastern Qilian Mountain along the northeastern margin of the Tibetan Plateau.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Pan B et al.-2015-JAES-Bedrock channels response to differential rock uplift in eastern Qilian Mountain along the northeastern margin of the Tibetan Plateau.pdf
309,part1.pdf,test1/part1.pdf,False,,,skipped,Not a research paper
310,s41467-023-42152-2.pdf,test1/s41467-023-42152-2.pdf,True,Jamieson SSR et al.-2023-NC-An ancient river landscape preserved beneath the East Antarctic Ice Sheet.pdf,Jamieson SSR et al.-2023-NC-An ancient river landscape preserved beneath the East Antarctic Ice Sheet.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Jamieson SSR et al.-2023-NC-An ancient river landscape preserved beneath the East Antarctic Ice Sheet.pdf
311,s41598-018-32268-7.pdf,test1/s41598-018-32268-7.pdf,True,Fildani A et al.-2018-Sci Rep-Late Pleistocene glacial transitions in North America altered major river drainages as revealed by deep-sea sediment.pdf,Fildani A et al.-2018-Sci Rep-Late Pleistocene glacial transitions in North America altered major river drainages as revealed by deep-sea sediment.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Fildani A et al.-2018-Sci Rep-Late Pleistocene glacial transitions in North America altered major river drainages as revealed by deep-sea sediment.pdf
312,sciadv.ads6196V2.pdf,test1/sciadv.ads6196V2.pdf,True,Li D et al.-2024-SciAdv-The competing controls of glaciers precipitation and vegetation on high-mountain fluvial sediment yields.pdf,Li D et al.-2024-SciAdv-The competing controls of glaciers precipitation and vegetation on high-mountain fluvial sediment yields.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Li D et al.-2024-SciAdv-The competing controls of glaciers precipitation and vegetation on high-mountain fluvial sediment yields.pdf
313,shenqj_APLED-posterV4.pdf,test1/shenqj_APLED-posterV4.pdf,False,,,skipped,Not a research paper
314,两种碎屑沉积物分类方法的比较_王中波.pdf,test1/两种碎屑沉积物分类方法的比较_王中波.pdf,True,王中波 et al.-2007-MGL-两种碎屑沉积物分类方法的比较.pdf,王中波 et al.-2007-MGL-两种碎屑沉积物分类方法的比较.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/王中波 et al.-2007-MGL-两种碎屑沉积物分类方法的比较.pdf
315,个人简历_沈勤径.pdf,test1/个人简历_沈勤径.pdf,False,,,skipped,Not a research paper
316,中华人民共和国地质矿产部地质专报  1  区域地质  第23号  四川省区域地质志_10029585.pdf,test1/中华人民共和国地质矿产部地质专报  1  区域地质  第23号  四川省区域地质志_10029585.pdf,False,,,skipped,Not a research paper
317,中更新世晚期以来中条山北麓断层滑动速率研究.pdf,test1/中更新世晚期以来中条山北麓断层滑动速率研究.pdf,True,张秀丽 et al.-2022-SEISMOLOGYANDGEOLOGY-中更新世晚期以来中条山北麓断层滑动速率研究.pdf,张秀丽 et al.-2022-SEISMOLOGYANDGEOLOGY-中更新世晚期以来中条山北麓断层滑动速率研究.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/张秀丽 et al.-2022-SEISMOLOGYANDGEOLOGY-中更新世晚期以来中条山北麓断层滑动速率研究.pdf
318,中美双边会议议程-20230729-v7.pdf,test1/中美双边会议议程-20230729-v7.pdf,False,,,skipped,Not a research paper
319,于洋 等-2022-第四纪研究-晚第四纪长江源区水系演化对断裂活动和气候变化的响应.pdf,test1/于洋 等-2022-第四纪研究-晚第四纪长江源区水系演化对断裂活动和气候变化的响应.pdf,True,于洋 et al.-2022-QSR-晚第四纪长江源区水系演化对断裂活动和气候变化的响应.pdf,于洋 et al.-2022-QSR-晚第四纪长江源区水系演化对断裂活动和气候变化的响应.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/于洋 et al.-2022-QSR-晚第四纪长江源区水系演化对断裂活动和气候变化的响应.pdf
320,于航-祁连山大通河河流阶地形成时代及地质意义.pdf,test1/于航-祁连山大通河河流阶地形成时代及地质意义.pdf,True,于航 et al.-2018-中国地质调查-祁连山大通河河流阶地形成时代及地质意义.pdf,于航 et al.-2018-中国地质调查-祁连山大通河河流阶地形成时代及地质意义.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/于航 et al.-2018-中国地质调查-祁连山大通河河流阶地形成时代及地质意义.pdf
321,他念他翁山中段第四纪冰川沉积物时空分布特征与环境_唐倩玉.pdf,test1/他念他翁山中段第四纪冰川沉积物时空分布特征与环境_唐倩玉.pdf,False,,,skipped,Not a research paper
322,会议手册_2023全国地貌与第四纪学术研讨会-编辑.pdf,test1/会议手册_2023全国地貌与第四纪学术研讨会-编辑.pdf,False,,,skipped,Not a research paper
323,冷先伦-2009-博士论文-中科院武汉岩土力学研究所-深埋长隧洞TBM掘进围岩开挖扰动与损伤区研究.pdf,test1/冷先伦-2009-博士论文-中科院武汉岩土力学研究所-深埋长隧洞TBM掘进围岩开挖扰动与损伤区研究.pdf,False,,,skipped,Not a research paper
324,刑 等-2023-地质通报-青藏高原周缘的河流纵剖面特征及其对构造地貌演化的启示.pdf,test1/刑 等-2023-地质通报-青藏高原周缘的河流纵剖面特征及其对构造地貌演化的启示.pdf,True,Xing Y & Liu-Zeng J-2023-地质通报-青藏高原周缘的河流纵剖面特征及其对构造地貌演化的启示.pdf,Xing Y & Liu-Zeng J-2023-地质通报-青藏高原周缘的河流纵剖面特征及其对构造地貌演化的启示.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Xing Y & Liu-Zeng J-2023-地质通报-青藏高原周缘的河流纵剖面特征及其对构造地貌演化的启示.pdf
325,刘向军-202305-武汉-青年地学论坛-释光年代揭示的青藏高原黄土沉积模式.pdf,test1/刘向军-202305-武汉-青年地学论坛-释光年代揭示的青藏高原黄土沉积模式.pdf,False,,,skipped,Not a research paper
326,刘奇博士论文初稿送审版-20230616.pdf,test1/刘奇博士论文初稿送审版-20230616.pdf,False,,,skipped,Not a research paper
327,刘彧 等-2012-地理科学进展-宇宙成因核素在地质年代学.pdf,test1/刘彧 等-2012-地理科学进展-宇宙成因核素在地质年代学.pdf,True,刘彧 et al.-2012-AES-宇宙成因核素在地质年代学研究中的新进展.pdf,刘彧 et al.-2012-AES-宇宙成因核素在地质年代学研究中的新进展.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/刘彧 et al.-2012-AES-宇宙成因核素在地质年代学研究中的新进展.pdf
328,刘晴日-博士论文2022.6.15.pdf,test1/刘晴日-博士论文2022.6.15.pdf,False,,,skipped,Not a research paper
329,刘睿-博士论文-中国地震局地质研究所-河西走廊西端晚第四纪构造变形与断裂相互作用.pdf,test1/刘睿-博士论文-中国地震局地质研究所-河西走廊西端晚第四纪构造变形与断裂相互作用.pdf,False,,,skipped,Not a research paper
330,刘睿-白杨河阶地揭示的北祁连山西段晚第四纪构造变形.pdf,test1/刘睿-白杨河阶地揭示的北祁连山西段晚第四纪构造变形.pdf,True,刘睿 et al.-2017-SEISMOLOGY AND GEOLOGY-白杨河阶地揭示的北祁连山西段晚第四纪构造变形.pdf,刘睿 et al.-2017-SEISMOLOGY AND GEOLOGY-白杨河阶地揭示的北祁连山西段晚第四纪构造变形.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/刘睿 et al.-2017-SEISMOLOGY AND GEOLOGY-白杨河阶地揭示的北祁连山西段晚第四纪构造变形.pdf
331,利用黄土—红粘土重矿物组合...究黄土高原物源及古气候变化_彭文彬.pdf,test1/利用黄土—红粘土重矿物组合...究黄土高原物源及古气候变化_彭文彬.pdf,False,,,skipped,Not a research paper
332,北碱-2015-濑户内海.pdf,test1/北碱-2015-濑户内海.pdf,False,,,skipped,Not a research paper
333,地震动力学国家重点实验室开放基金课题经费决算表-留所经费部分.pdf,test1/地震动力学国家重点实验室开放基金课题经费决算表-留所经费部分.pdf,False,,,skipped,Not a research paper
334,基于BASEGRAIN软件的卵石粒径自动识别应用研究_黄科翰.pdf,test1/基于BASEGRAIN软件的卵石粒径自动识别应用研究_黄科翰.pdf,True,黄科翰 et al.-2020-JSR-基于BASEGRAIN软件的卵石粒径自动识别应用研究.pdf,黄科翰 et al.-2020-JSR-基于BASEGRAIN软件的卵石粒径自动识别应用研究.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/黄科翰 et al.-2020-JSR-基于BASEGRAIN软件的卵石粒径自动识别应用研究.pdf
335,基于变分贝叶斯深度学习的水文概率预报方法_李大洋.pdf,test1/基于变分贝叶斯深度学习的水文概率预报方法_李大洋.pdf,True,李大洋 et al.-2023-水科学进展-基于变分贝叶斯深度学习的水文概率预报方法.pdf,李大洋 et al.-2023-水科学进展-基于变分贝叶斯深度学习的水文概率预报方法.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/李大洋 et al.-2023-水科学进展-基于变分贝叶斯深度学习的水文概率预报方法.pdf
336,基金申请书V2.pdf,test1/基金申请书V2.pdf,False,,,skipped,Not a research paper
337,多指标物源分析揭示的黄土高原粉尘来源时空变化_张浩博.pdf,test1/多指标物源分析揭示的黄土高原粉尘来源时空变化_张浩博.pdf,False,,,skipped,Not a research paper
338,大数据方法寻找顺北碳酸盐岩...开采过程中井壁坍塌主控因素_陶杉.pdf,test1/大数据方法寻找顺北碳酸盐岩...开采过程中井壁坍塌主控因素_陶杉.pdf,True,陶杉 et al.-2020-ODPT-大数据方法寻找顺北碳酸盐岩储层开采过程中井壁坍塌主控因素.pdf,陶杉 et al.-2020-ODPT-大数据方法寻找顺北碳酸盐岩储层开采过程中井壁坍塌主控因素.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/陶杉 et al.-2020-ODPT-大数据方法寻找顺北碳酸盐岩储层开采过程中井壁坍塌主控因素.pdf
339,夷平面研究新进展.pdf,test1/夷平面研究新进展.pdf,True,熊建国 et al.-2020-AES-夷平面研究新进展.pdf,熊建国 et al.-2020-AES-夷平面研究新进展.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/熊建国 et al.-2020-AES-夷平面研究新进展.pdf
340,姜大伟-2016-第四纪研究-龙门山南段前陆区古冲积扇分析及河流地貌面序列的建立——基于地貌面的测年数据、野外地貌分析与调查.pdf,test1/姜大伟-2016-第四纪研究-龙门山南段前陆区古冲积扇分析及河流地貌面序列的建立——基于地貌面的测年数据、野外地貌分析与调查.pdf,True,姜大伟 et al.-2016-QSR-龙门山南段前陆区古冲积扇分析及河流地貌面序列的建立基于地貌面的测年数据野外地貌分析与调查.pdf,姜大伟 et al.-2016-QSR-龙门山南段前陆区古冲积扇分析及河流地貌面序列的建立基于地貌面的测年数据野外地貌分析与调查.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/姜大伟 et al.-2016-QSR-龙门山南段前陆区古冲积扇分析及河流地貌面序列的建立基于地貌面的测年数据野外地貌分析与调查.pdf
341,季建清-地壳变形的地貌响应之河流.pdf,test1/季建清-地壳变形的地貌响应之河流.pdf,False,,,skipped,Not a research paper
342,宇宙成因核素年代学_俞晶星.pdf,test1/宇宙成因核素年代学_俞晶星.pdf,False,,,skipped,Not a research paper
343,尼加提·黑力力-2022-硕士论文-地大北京-祁连山东北缘西营河河流阶地地貌特征及地质意义.pdf,test1/尼加提·黑力力-2022-硕士论文-地大北京-祁连山东北缘西营河河流阶地地貌特征及地质意义.pdf,False,,,skipped,Not a research paper
344,崔博-2020-硕士论文-成都理工-川西阿坝断裂地质构造特征及活动性分析.pdf,test1/崔博-2020-硕士论文-成都理工-川西阿坝断裂地质构造特征及活动性分析.pdf,False,,,skipped,Not a research paper
345,崔富荣 等-2018-第四纪研究-岩石暴露年龄释光测定的若干影响因素研究术.pdf,test1/崔富荣 等-2018-第四纪研究-岩石暴露年龄释光测定的若干影响因素研究术.pdf,True,崔富荣 et al.-2018-第四纪研究-岩石暴露年龄释光测定的若干影响因素研究.pdf,崔富荣 et al.-2018-第四纪研究-岩石暴露年龄释光测定的若干影响因素研究.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/崔富荣 et al.-2018-第四纪研究-岩石暴露年龄释光测定的若干影响因素研究.pdf
346,崔富荣-2024-博士论文-岩片光释光测年技术用于砾石埋藏定年的研究.pdf,test1/崔富荣-2024-博士论文-岩片光释光测年技术用于砾石埋藏定年的研究.pdf,False,,,skipped,Not a research paper
347,崔航-2017-博士论文-兰大-祁连山地区古冰川演化序列及其古气候重建研究.pdf,test1/崔航-2017-博士论文-兰大-祁连山地区古冰川演化序列及其古气候重建研究.pdf,False,,,skipped,Not a research paper
348,巴丹吉林沙漠季节冻土特征.pdf,test1/巴丹吉林沙漠季节冻土特征.pdf,True,宁凯 et al.-2015-JGG-巴丹吉林沙漠季节冻土特征.pdf,宁凯 et al.-2015-JGG-巴丹吉林沙漠季节冻土特征.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/宁凯 et al.-2015-JGG-巴丹吉林沙漠季节冻土特征.pdf
349,应用石英释光灵敏度溯源的研究现状和展望_吕同艳.pdf,test1/应用石英释光灵敏度溯源的研究现状和展望_吕同艳.pdf,True,吕同艳 et al.-2016-地质通报-应用石英释光灵敏度溯源的研究现状和展望.pdf,吕同艳 et al.-2016-地质通报-应用石英释光灵敏度溯源的研究现状和展望.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/吕同艳 et al.-2016-地质通报-应用石英释光灵敏度溯源的研究现状和展望.pdf
350,开放基金结题报告V2021-惠格格.pdf,test1/开放基金结题报告V2021-惠格格.pdf,False,,,skipped,Not a research paper
351,张军龙-2013-博士论文-中国地震局地质研究所-巴颜喀拉地块东北端第四纪隆升量研究.pdf,test1/张军龙-2013-博士论文-中国地震局地质研究所-巴颜喀拉地块东北端第四纪隆升量研究.pdf,False,,,skipped,Not a research paper
352,张培震-东亚大陆新生代构造演化.pdf,test1/张培震-东亚大陆新生代构造演化.pdf,True,张培震 et al.-2014-SEISMOLOGY AND GEOLOGY-东亚大陆新生代构造演化.pdf,张培震 et al.-2014-SEISMOLOGY AND GEOLOGY-东亚大陆新生代构造演化.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/张培震 et al.-2014-SEISMOLOGY AND GEOLOGY-东亚大陆新生代构造演化.pdf
353,张金玉-2014-博士论文-中国地质大学（北京）-晚新生代雅鲁藏布江短期改道事件.pdf,test1/张金玉-2014-博士论文-中国地质大学（北京）-晚新生代雅鲁藏布江短期改道事件.pdf,False,,,skipped,Not a research paper
354,彭俊 韩凤清-2013-地球学报-腾格里沙漠南缘风积物快组分光释光信号选择研究.pdf,test1/彭俊 韩凤清-2013-地球学报-腾格里沙漠南缘风积物快组分光释光信号选择研究.pdf,True,彭俊 & 韩凤清-2013-地球学报-腾格里沙漠南缘风积物快组分光释光信号选择研究.pdf,彭俊 & 韩凤清-2013-地球学报-腾格里沙漠南缘风积物快组分光释光信号选择研究.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/彭俊 & 韩凤清-2013-地球学报-腾格里沙漠南缘风积物快组分光释光信号选择研究.pdf
355,徐洪敏 等-2023-中国科学-利用铀同位素破碎年代学方法示踪流域侵蚀深度变化的原理、应用和前景.pdf,test1/徐洪敏 等-2023-中国科学-利用铀同位素破碎年代学方法示踪流域侵蚀深度变化的原理、应用和前景.pdf,True,徐洪敏 et al.-2023-SCST-利用铀同位素破碎年代学方法示踪流域侵蚀深度变化的原理应用和前景.pdf,徐洪敏 et al.-2023-SCST-利用铀同位素破碎年代学方法示踪流域侵蚀深度变化的原理应用和前景.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/徐洪敏 et al.-2023-SCST-利用铀同位素破碎年代学方法示踪流域侵蚀深度变化的原理应用和前景.pdf
356,戴宗明-2011-博士论文-青藏高原东部四姑娘山地区晚新生代隆升.pdf,test1/戴宗明-2011-博士论文-青藏高原东部四姑娘山地区晚新生代隆升.pdf,False,,,skipped,Not a research paper
357,晚第四纪黄河源采日玛-宁木特河段地貌过程及驱动机制_石灵璠.pdf,test1/晚第四纪黄河源采日玛-宁木特河段地貌过程及驱动机制_石灵璠.pdf,False,,,skipped,Not a research paper
358,曹鹏举-2022-硕士论文-长安大学-祁连山东段庄浪河流域地貌特征及其构造指示意义.pdf,test1/曹鹏举-2022-硕士论文-长安大学-祁连山东段庄浪河流域地貌特征及其构造指示意义.pdf,False,,,skipped,Not a research paper
